row_id,order_id,order_date,customer_id,segment,region_code,product_code,quantity,sales,discount,profit
30567,ID-2014-BO113507-41968,2022-11-25,BO-113507,Corporate,R0094,P002784,14,448.00,0.40,-134.40
30568,ID-2015-TB215957-42117,2023-04-23,TB-215957,Consumer,R0094,P000873,2,18.00,0.40,0.00
30569,IN-2015-EM139607-42343,2023-12-05,EM-139607,Consumer,R0127,P000386,2,8.00,0.00,0.80
30570,IN-2012-TS2134092-41219,2020-11-06,TS-2134092,Consumer,R2366,P002434,4,40.00,0.00,20.00
30571,IN-2012-TS2134092-41219,2020-11-06,TS-2134092,Consumer,R2366,P005867,4,108.00,0.00,54.00
30572,IN-2014-HD1478592-41820,2022-06-30,HD-1478592,Self-Employed,R2367,P000039,2,16.00,0.00,1.60
30573,IN-2014-HD1478592-41820,2022-06-30,HD-1478592,Self-Employed,R2367,P007254,3,165.00,0.00,82.50
30574,IN-2014-HD1478592-41820,2022-06-30,HD-1478592,Self-Employed,R2367,P000208,4,128.00,0.00,64.00
30575,ID-2012-TS2137092-41074,2020-06-14,TS-2137092,Corporate,R2350,P000737,7,147.00,0.40,14.70
30576,ID-2012-TS2137092-41074,2020-06-14,TS-2137092,Corporate,R2350,P001414,8,280.00,0.40,28.00
30577,ID-2015-HA1492092-42096,2023-04-02,HA-1492092,Consumer,R2350,P002080,2,12.00,0.40,-3.60
30578,IN-2013-BC1112592-41401,2021-05-07,BC-1112592,Self-Employed,R2352,P001169,3,27.00,0.00,13.50
30579,IN-2013-BC1112592-41401,2021-05-07,BC-1112592,Self-Employed,R2352,P003866,1,108.00,0.00,10.80
30580,IN-2013-BC1112592-41401,2021-05-07,BC-1112592,Self-Employed,R2352,P000617,1,5.00,0.00,2.50
30581,IN-2013-BC1112592-41401,2021-05-07,BC-1112592,Self-Employed,R2352,P007297,3,33.00,0.00,3.30
30582,IN-2013-BC1112592-41401,2021-05-07,BC-1112592,Self-Employed,R2352,P002012,2,56.00,0.00,28.00
30583,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P001093,2,10.00,0.00,1.50
30584,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P001427,4,32.00,0.00,3.20
30585,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P001856,4,44.00,0.00,4.40
30586,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P003794,4,44.00,0.00,22.00
30587,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P001108,6,60.00,0.00,30.00
30588,IN-2012-TS2161092-40939,2020-01-31,TS-2161092,Consumer,R2363,P001424,6,186.00,0.00,93.00
30589,IN-2015-GB145757-42214,2023-07-29,GB-145757,Consumer,R0125,P001716,4,60.00,0.00,6.00
30590,ID-2013-SC202307-41412,2021-05-18,SC-202307,Corporate,R0092,P001385,11,132.00,0.40,13.20
30591,IN-2015-CK1232592-42299,2023-10-22,CK-1232592,Self-Employed,R2355,P000965,1,16.00,0.40,-4.80
30592,ID-2012-LC1693092-41151,2020-08-30,LC-1693092,Corporate,R2350,P003953,18,558.00,0.40,55.80
30593,IN-2014-PS1904592-41990,2022-12-17,PS-1904592,Self-Employed,R2352,P003716,3,24.00,0.00,3.60
30594,IN-2014-PS1904592-41990,2022-12-17,PS-1904592,Self-Employed,R2352,P001854,3,27.00,0.00,4.05
30595,IN-2014-PS1904592-41990,2022-12-17,PS-1904592,Self-Employed,R2352,P001893,1,11.00,0.00,5.50
30596,IN-2014-PS1904592-41990,2022-12-17,PS-1904592,Self-Employed,R2352,P002799,3,27.00,0.00,4.05
30597,IN-2012-JW152207-41234,2020-11-21,JW-152207,Corporate,R0104,P002513,18,162.00,0.00,16.20
30598,ID-2013-DF1313592-41513,2021-08-27,DF-1313592,Consumer,R2355,P001180,2,40.00,0.40,-12.00
30599,ID-2013-DF1313592-41513,2021-08-27,DF-1313592,Consumer,R2355,P003452,2,332.00,0.40,-99.60
30600,IN-2014-BP1129092-41724,2022-03-26,BP-1129092,Consumer,R2349,P000237,1,29.00,0.40,-8.70
30601,ID-2012-SW2027592-40946,2020-02-07,SW-2027592,Consumer,R2350,P005853,2,44.00,0.40,-13.20
30602,IN-2014-AH105857-41905,2022-09-23,AH-105857,Consumer,R0081,P000846,2,50.00,0.00,25.00
30603,IN-2015-PF1922592-42283,2023-10-06,PF-1922592,Consumer,R2371,P004251,4,20.00,0.00,8.00
30604,IN-2015-PF1922592-42283,2023-10-06,PF-1922592,Consumer,R2371,P001261,8,272.00,0.00,108.80
30605,IN-2014-JM1553592-41835,2022-07-15,JM-1553592,Consumer,R2360,P000333,1,13.00,0.00,1.30
30606,IN-2014-JM1553592-41835,2022-07-15,JM-1553592,Consumer,R2360,P011763,2,28.00,0.00,2.80
30607,ID-2015-MG1814592-42132,2023-05-08,MG-1814592,Consumer,R2349,P003809,1,151.00,0.40,0.00
30608,IN-2015-RF198407-42349,2023-12-11,RF-198407,Consumer,R0131,P000090,2,16.00,0.00,6.40
30609,IN-2015-SC2023092-42313,2023-11-05,SC-2023092,Corporate,R2361,P000059,3,42.00,0.00,16.80
30610,IN-2015-SC2023092-42313,2023-11-05,SC-2023092,Corporate,R2361,P001583,8,48.00,0.00,4.80
30611,IN-2013-RO1978092-41535,2021-09-18,RO-1978092,Consumer,R2350,P001597,2,68.00,0.40,6.80
30612,IN-2014-LP170807-41817,2022-06-27,LP-170807,Consumer,R0107,P001427,12,96.00,0.40,9.60
30613,IN-2014-LP170807-41817,2022-06-27,LP-170807,Consumer,R0107,P001426,8,136.00,0.40,13.60
30614,IN-2012-AS1028592-41251,2020-12-08,AS-1028592,Corporate,R2371,P001143,20,800.00,0.00,400.00
30615,ID-2015-CC126857-42315,2023-11-07,CC-126857,Consumer,R0085,P001002,2,12.00,0.60,-2.40
30616,ID-2015-CC126857-42315,2023-11-07,CC-126857,Consumer,R0085,P001246,4,76.00,0.40,0.00
30617,ID-2012-BB1154592-41212,2020-10-30,BB-1154592,Corporate,R2349,P001155,10,240.00,0.40,-72.00
30618,IN-2015-GM146807-42112,2023-04-18,GM-146807,Consumer,R0076,P001469,4,36.00,0.00,14.40
30619,IN-2015-GM146807-42112,2023-04-18,GM-146807,Consumer,R0076,P000478,6,60.00,0.00,24.00
30620,ID-2014-SC2044092-41965,2022-11-22,SC-2044092,Corporate,R2349,P000037,2,34.00,0.40,3.40
30621,ID-2014-SC2044092-41965,2022-11-22,SC-2044092,Corporate,R2349,P002383,7,231.00,0.40,23.10
30622,ID-2015-EN137807-42312,2023-11-04,EN-137807,Consumer,R0111,P001146,2,16.00,0.40,0.00
30623,ID-2015-EN137807-42312,2023-11-04,EN-137807,Consumer,R0111,P001180,2,40.00,0.40,-12.00
30624,ID-2015-EN137807-42312,2023-11-04,EN-137807,Consumer,R0111,P000233,2,38.00,0.40,-11.40
30625,ID-2015-EN137807-42312,2023-11-04,EN-137807,Consumer,R0111,P000296,4,60.00,0.40,-18.00
30626,IN-2014-GA1472592-41699,2022-03-01,GA-1472592,Consumer,R2350,P000085,2,56.00,0.40,5.60
30627,IN-2014-GA1472592-41699,2022-03-01,GA-1472592,Consumer,R2350,P001563,2,40.00,0.40,-12.00
30628,IN-2014-GA1472592-41699,2022-03-01,GA-1472592,Consumer,R2350,P008623,2,20.00,0.40,2.00
30629,IN-2012-CC1237092-40943,2020-02-04,CC-1237092,Consumer,R2351,P001893,4,44.00,0.00,4.40
30630,IN-2012-CC1237092-40943,2020-02-04,CC-1237092,Consumer,R2351,P007603,10,100.00,0.00,50.00
30631,ID-2012-VM218357-40925,2020-01-17,VM-218357,Consumer,R0078,P000681,4,160.00,0.40,16.00
30632,IN-2012-EH139907-41140,2020-08-19,EH-139907,Consumer,R0099,P000607,8,128.00,0.00,19.20
30633,IN-2012-EH139907-41140,2020-08-19,EH-139907,Consumer,R0099,P001495,2,30.00,0.00,15.00
30634,IN-2015-AF1087092-42314,2023-11-06,AF-1087092,Consumer,R2349,P000134,1,40.00,0.40,0.00
30635,IN-2015-PN187757-42139,2023-05-15,PN-187757,Self-Employed,R0097,P000027,3,30.00,0.00,12.00
30636,IN-2015-PN187757-42139,2023-05-15,PN-187757,Self-Employed,R0097,P002632,1,39.00,0.00,3.90
30637,IN-2015-PN187757-42139,2023-05-15,PN-187757,Self-Employed,R0097,P000876,1,14.00,0.00,5.60
30638,IN-2013-JR1570092-41290,2021-01-16,JR-1570092,Consumer,R2363,P002569,2,316.00,0.00,31.60
30639,ID-2013-DN136907-41632,2021-12-24,DN-136907,Consumer,R0094,P000473,2,18.00,0.40,1.80
30640,IN-2015-BS1166592-42166,2023-06-11,BS-1166592,Consumer,R2354,P002415,2,58.00,0.00,23.20
30641,IN-2015-CC122207-42313,2023-11-05,CC-122207,Consumer,R0120,P000774,6,114.00,0.00,45.60
30642,IN-2015-HW1493592-42300,2023-10-23,HW-1493592,Corporate,R2353,P002622,18,72.00,0.00,7.20
30643,IN-2012-CK122057-40983,2020-03-15,CK-122057,Consumer,R0104,P001427,6,48.00,0.00,24.00
30644,IN-2014-AG103907-41969,2022-11-26,AG-103907,Consumer,R0081,P000820,2,44.00,0.00,4.40
30645,IN-2014-AG103907-41969,2022-11-26,AG-103907,Consumer,R0081,P000352,4,24.00,0.00,3.60
30646,IN-2014-AG103907-41969,2022-11-26,AG-103907,Consumer,R0081,P000794,4,120.00,0.00,60.00
30647,IN-2014-AG103907-41969,2022-11-26,AG-103907,Consumer,R0081,P002169,6,60.00,0.00,6.00
30648,IN-2014-AG103907-41969,2022-11-26,AG-103907,Consumer,R0081,P000737,4,84.00,0.00,8.40
30649,IN-2013-CA1226592-41627,2021-12-19,CA-1226592,Consumer,R2374,P003609,4,168.00,0.00,16.80
30650,IN-2015-FP143207-42154,2023-05-30,FP-143207,Consumer,R0074,P000465,2,50.00,0.00,20.00
30651,IN-2015-EB1397592-42144,2023-05-20,EB-1397592,Corporate,R2358,P000079,9,27.00,0.00,2.70
30652,ID-2015-ML1775592-42090,2023-03-27,ML-1775592,Self-Employed,R2355,P002899,1,6.00,0.40,0.00
30653,IN-2013-HK1489092-41615,2021-12-07,HK-1489092,Corporate,R2358,P000605,16,384.00,0.00,192.00
30654,IN-2013-HK1489092-41615,2021-12-07,HK-1489092,Corporate,R2358,P001779,15,555.00,0.00,277.50
30655,IN-2015-KH1651092-42225,2023-08-09,KH-1651092,Consumer,R2353,P000722,2,52.00,0.00,5.20
30656,ID-2014-PG1882092-41761,2022-05-02,PG-1882092,Consumer,R2350,P002090,2,12.00,0.40,-3.60
30657,ID-2014-PG1882092-41761,2022-05-02,PG-1882092,Consumer,R2350,P000526,2,108.00,0.40,10.80
30658,IN-2013-MY1738092-41583,2021-11-05,MY-1738092,Corporate,R2355,P000512,19,589.00,0.40,-176.70
30659,IN-2013-MY1738092-41583,2021-11-05,MY-1738092,Corporate,R2355,P003867,9,261.00,0.40,-65.25
30660,IN-2013-MY1738092-41583,2021-11-05,MY-1738092,Corporate,R2355,P015288,3,120.00,0.40,12.00
30661,IN-2013-MY1738092-41583,2021-11-05,MY-1738092,Corporate,R2355,P015363,15,165.00,0.40,-49.50
30662,IN-2013-MY1738092-41583,2021-11-05,MY-1738092,Corporate,R2355,P005076,18,90.00,0.40,9.00
30663,IN-2015-LB1679592-42146,2023-05-22,LB-1679592,Self-Employed,R2365,P009339,1,28.00,0.00,11.20
30664,IN-2015-LB1679592-42146,2023-05-22,LB-1679592,Self-Employed,R2365,P001663,3,60.00,0.00,24.00
30665,IN-2015-HZ1495092-42223,2023-08-07,HZ-1495092,Consumer,R2349,P001002,4,24.00,0.40,-7.20
30666,IN-2015-HZ1495092-42223,2023-08-07,HZ-1495092,Consumer,R2349,P001020,4,40.00,0.40,-12.00
30667,IN-2015-HZ1495092-42223,2023-08-07,HZ-1495092,Consumer,R2349,P000534,1,9.00,0.40,0.00
30668,ID-2013-BS1159092-41548,2021-10-01,BS-1159092,Corporate,R2350,P000382,17,2516.00,0.40,251.60
30669,ID-2013-BS1159092-41548,2021-10-01,BS-1159092,Corporate,R2350,P000745,7,42.00,0.40,-12.60
30670,ID-2013-BS1159092-41548,2021-10-01,BS-1159092,Corporate,R2350,P001032,1,16.00,0.40,-4.00
30671,ID-2013-BS1159092-41548,2021-10-01,BS-1159092,Corporate,R2350,P000016,20,200.00,0.40,20.00
30672,ID-2013-BS1159092-41548,2021-10-01,BS-1159092,Corporate,R2350,P002107,6,198.00,0.40,-49.50
30673,IN-2013-AP1091592-41398,2021-05-04,AP-1091592,Consumer,R2350,P000417,4,80.00,0.40,8.00
30674,ID-2013-LC1705092-41560,2021-10-13,LC-1705092,Consumer,R2350,P000661,4,112.00,0.40,11.20
30675,ID-2013-LC1705092-41560,2021-10-13,LC-1705092,Consumer,R2350,P000389,2,32.00,0.40,3.20
30676,IN-2013-SH2039592-41488,2021-08-02,SH-2039592,Consumer,R2358,P000733,8,56.00,0.00,5.60
30677,IN-2013-SH2039592-41488,2021-08-02,SH-2039592,Consumer,R2358,P001438,2,84.00,0.00,42.00
30678,IN-2015-RD198107-42325,2023-11-17,RD-198107,Self-Employed,R0081,P001149,2,6.00,0.00,2.40
30679,IN-2015-RD198107-42325,2023-11-17,RD-198107,Self-Employed,R0081,P000496,3,36.00,0.00,14.40
30680,IN-2015-CY127457-42167,2023-06-12,CY-127457,Corporate,R0120,P002112,10,30.00,0.00,12.00
30681,ID-2015-RH194957-42016,2023-01-12,RH-194957,Consumer,R0093,P003144,2,24.00,0.40,0.00
30682,ID-2015-RH194957-42016,2023-01-12,RH-194957,Consumer,R0093,P000551,2,30.00,0.40,-9.00
30683,ID-2015-TB2105592-42292,2023-10-15,TB-2105592,Consumer,R2362,P000156,8,56.00,0.60,-28.00
30684,ID-2015-TB2105592-42292,2023-10-15,TB-2105592,Consumer,R2362,P002579,6,288.00,0.60,-57.60
30685,ID-2012-LO1717092-41034,2020-05-05,LO-1717092,Corporate,R2355,P000511,18,306.00,0.40,-76.50
30686,ID-2015-SC2084592-42136,2023-05-12,SC-2084592,Consumer,R2350,P002721,2,48.00,0.40,-14.40
30687,ID-2015-SC2084592-42136,2023-05-12,SC-2084592,Consumer,R2350,P002975,2,12.00,0.40,0.00
30688,ID-2015-SC2084592-42136,2023-05-12,SC-2084592,Consumer,R2350,P005220,6,1110.00,0.40,0.00
30689,IN-2014-SR2042592-41893,2022-09-11,SR-2042592,Self-Employed,R2367,P004151,2,70.00,0.00,7.00
30690,IN-2014-SR2042592-41893,2022-09-11,SR-2042592,Self-Employed,R2367,P006872,3,123.00,0.00,12.30
30691,ID-2012-GH1441092-41020,2020-04-21,GH-1441092,Self-Employed,R2349,P013059,2,60.00,0.40,6.00
30692,ID-2012-GH1441092-41020,2020-04-21,GH-1441092,Self-Employed,R2349,P002020,4,28.00,0.40,2.80
30693,ID-2015-KW165707-42061,2023-02-26,KW-165707,Consumer,R0102,P001152,2,36.00,0.40,-9.00
30694,IN-2013-VT2170092-41634,2021-12-26,VT-2170092,Self-Employed,R2370,P001188,2,26.00,0.00,13.00
30695,IN-2013-VT2170092-41634,2021-12-26,VT-2170092,Self-Employed,R2370,P000080,2,14.00,0.00,1.40
30696,ID-2014-EH1376592-41738,2022-04-09,EH-1376592,Corporate,R2349,P003021,8,360.00,0.40,36.00
30697,ID-2014-EH1376592-41738,2022-04-09,EH-1376592,Corporate,R2349,P013787,1,18.00,0.40,-5.40
30698,ID-2012-LH1715592-41177,2020-09-25,LH-1715592,Consumer,R2355,P003562,2,20.00,0.40,2.00
30699,ID-2013-JH1598592-41353,2021-03-20,JH-1598592,Consumer,R2349,P005050,4,48.00,0.40,-14.40
30700,ID-2013-JH1598592-41353,2021-03-20,JH-1598592,Consumer,R2349,P000345,2,212.00,0.40,-63.60
30701,IN-2015-EB1370592-42196,2023-07-11,EB-1370592,Corporate,R2367,P009802,18,198.00,0.00,79.20
30702,IN-2015-EB1370592-42196,2023-07-11,EB-1370592,Corporate,R2367,P002463,12,768.00,0.00,307.20
30703,IN-2015-EB1370592-42196,2023-07-11,EB-1370592,Corporate,R2367,P001625,5,150.00,0.00,15.00
30704,IN-2015-MR175457-42074,2023-03-11,MR-175457,Self-Employed,R0119,P001685,3,222.00,0.00,88.80
30705,IN-2015-MR175457-42074,2023-03-11,MR-175457,Self-Employed,R0119,P000757,4,112.00,0.00,11.20
30706,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P001481,4,68.00,0.40,6.80
30707,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P015062,1,17.00,0.40,1.70
30708,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P003808,2,38.00,0.40,3.80
30709,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P000009,4,40.00,0.40,4.00
30710,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P000766,2,54.00,0.40,-16.20
30711,ID-2013-BM1178592-41356,2021-03-23,BM-1178592,Consumer,R2364,P002839,1,15.00,0.40,1.50
30712,IN-2015-NS186407-42125,2023-05-01,NS-186407,Corporate,R0117,P001692,6,138.00,0.00,55.20
30713,IN-2015-NS186407-42125,2023-05-01,NS-186407,Corporate,R0117,P001693,13,247.00,0.00,98.80
30714,IN-2015-PH1879092-42290,2023-10-13,PH-1879092,Self-Employed,R2348,P000049,1,17.00,0.00,1.70
30715,IN-2013-BB1099092-41338,2021-03-05,BB-1099092,Corporate,R2353,P000591,1,8.00,0.00,1.20
30716,IN-2013-BB1099092-41338,2021-03-05,BB-1099092,Corporate,R2353,P001932,9,477.00,0.00,238.50
30717,ID-2013-DW135407-41340,2021-03-07,DW-135407,Consumer,R0102,P002710,6,102.00,0.40,-30.60
30718,ID-2013-DW135407-41340,2021-03-07,DW-135407,Consumer,R0102,P003064,2,8.00,0.40,0.80
30719,ID-2013-DW135407-41340,2021-03-07,DW-135407,Consumer,R0102,P002348,2,18.00,0.40,-4.50
30720,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P000106,1,13.00,0.40,0.00
30721,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P002199,2,50.00,0.40,-15.00
30722,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P000692,3,75.00,0.40,0.00
30723,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P001138,4,184.00,0.40,0.00
30724,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P000273,3,600.00,0.40,0.00
30725,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P000888,3,51.00,0.40,0.00
30726,ID-2015-BE114557-42242,2023-08-26,BE-114557,Self-Employed,R0094,P001309,1,13.00,0.40,-3.90
30727,IN-2012-HR1483092-41166,2020-09-14,HR-1483092,Corporate,R2375,P003034,1,18.00,0.00,2.70
30728,IN-2014-DO136457-41990,2022-12-17,DO-136457,Consumer,R0134,P000315,2,28.00,0.40,-8.40
30729,IN-2014-DO136457-41990,2022-12-17,DO-136457,Consumer,R0134,P002111,2,86.00,0.40,-25.80
30730,IN-2014-DO136457-41990,2022-12-17,DO-136457,Consumer,R0134,P001145,6,102.00,0.40,10.20
30731,IN-2014-DO136457-41990,2022-12-17,DO-136457,Consumer,R0134,P001664,6,18.00,0.40,1.80
30732,IN-2014-DO136457-41990,2022-12-17,DO-136457,Consumer,R0134,P001838,4,24.00,0.40,2.40
30733,ID-2013-PF191207-41286,2021-01-12,PF-191207,Consumer,R0094,P001414,2,70.00,0.40,-21.00
30734,ID-2013-PF191207-41286,2021-01-12,PF-191207,Consumer,R0094,P002014,4,68.00,0.40,6.80
30735,ID-2013-PF191207-41286,2021-01-12,PF-191207,Consumer,R0094,P000182,1,19.00,0.40,1.90
30736,IN-2013-MD1786092-41591,2021-11-13,MD-1786092,Corporate,R2357,P000566,13,39.00,0.00,19.50
30737,IN-2013-MD1786092-41591,2021-11-13,MD-1786092,Corporate,R2357,P001990,7,42.00,0.00,21.00
30738,IN-2014-EB139307-41914,2022-10-02,EB-139307,Consumer,R0074,P000849,10,90.00,0.00,45.00
30739,IN-2014-EB139307-41914,2022-10-02,EB-139307,Consumer,R0074,P001442,1,7.00,0.00,3.50
30740,IN-2012-JB154007-41262,2020-12-19,JB-154007,Corporate,R0094,P001819,9,72.00,0.40,-21.60
30741,ID-2015-AB102557-42088,2023-03-25,AB-102557,Self-Employed,R0111,P000871,2,4.00,0.40,0.00
30742,ID-2015-AB102557-42088,2023-03-25,AB-102557,Self-Employed,R0111,P001143,2,80.00,0.40,-20.00
30743,IN-2013-AC1061592-41618,2021-12-10,AC-1061592,Corporate,R2353,P002740,3,111.00,0.00,11.10
30744,IN-2013-AC1061592-41618,2021-12-10,AC-1061592,Corporate,R2353,P000078,18,72.00,0.00,7.20
30745,IN-2013-AC1061592-41618,2021-12-10,AC-1061592,Corporate,R2353,P002735,6,174.00,0.00,87.00
30746,IN-2015-MH1811592-42116,2023-04-22,MH-1811592,Self-Employed,R2350,P002083,3,27.00,0.40,0.00
30747,ID-2013-NB186557-41441,2021-06-16,NB-186557,Corporate,R0118,P002032,4,76.00,0.40,7.60
30748,ID-2014-KC1654092-41914,2022-10-02,KC-1654092,Consumer,R2349,P001980,2,32.00,0.40,3.20
30749,ID-2014-KC1654092-41914,2022-10-02,KC-1654092,Consumer,R2349,P019555,2,212.00,0.40,21.20
30750,IN-2015-ML1739592-42070,2023-03-07,ML-1739592,Corporate,R2361,P000283,18,72.00,0.00,7.20
30751,ID-2013-JB1604592-41550,2021-10-03,JB-1604592,Self-Employed,R2350,P002149,1,7.00,0.40,-2.10
30752,ID-2013-JB1604592-41550,2021-10-03,JB-1604592,Self-Employed,R2350,P000116,4,152.00,0.40,15.20
30753,ID-2015-PK1907592-42033,2023-01-29,PK-1907592,Consumer,R2347,P000083,2,38.00,0.40,-11.40
30754,ID-2015-PK1907592-42033,2023-01-29,PK-1907592,Consumer,R2347,P000588,4,132.00,0.40,-39.60
30755,ID-2015-PK1907592-42033,2023-01-29,PK-1907592,Consumer,R2347,P007509,1,16.00,0.40,-4.00
30756,ID-2015-PK1907592-42033,2023-01-29,PK-1907592,Consumer,R2347,P002324,2,40.00,0.40,0.00
30757,ID-2015-CS123557-42328,2023-11-20,CS-123557,Consumer,R0094,P000743,6,108.00,0.40,0.00
30758,ID-2015-CS123557-42328,2023-11-20,CS-123557,Consumer,R0094,P002828,2,20.00,0.40,-6.00
30759,ID-2015-CS123557-42328,2023-11-20,CS-123557,Consumer,R0094,P002302,6,300.00,0.40,-75.00
30760,IN-2014-TC215357-41958,2022-11-15,TC-215357,Self-Employed,R0108,P000907,3,48.00,0.00,4.80
30761,IN-2014-TC215357-41958,2022-11-15,TC-215357,Self-Employed,R0108,P000383,4,100.00,0.00,50.00
30762,IN-2014-TC215357-41958,2022-11-15,TC-215357,Self-Employed,R0108,P001011,4,24.00,0.00,2.40
30763,IN-2014-BM1178592-41963,2022-11-20,BM-1178592,Consumer,R2358,P001779,2,74.00,0.00,11.10
30764,IN-2012-BW1111092-41051,2020-05-22,BW-1111092,Corporate,R2353,P000645,9,171.00,0.00,17.10
30765,IN-2012-BW1111092-41051,2020-05-22,BW-1111092,Corporate,R2353,P012869,11,66.00,0.00,33.00
30766,IN-2012-BW1111092-41051,2020-05-22,BW-1111092,Corporate,R2353,P000809,7,56.00,0.00,28.00
30767,IN-2012-BW1111092-41051,2020-05-22,BW-1111092,Corporate,R2353,P000153,20,260.00,0.00,26.00
30768,IN-2012-BW1111092-41051,2020-05-22,BW-1111092,Corporate,R2353,P003827,6,18.00,0.00,9.00
30769,IN-2012-QJ1925592-41122,2020-08-01,QJ-1925592,Corporate,R2358,P000337,8,80.00,0.00,40.00
30770,IN-2014-CM1193592-41685,2022-02-15,CM-1193592,Consumer,R2348,P000431,2,22.00,0.00,2.20
30771,IN-2014-CM1193592-41685,2022-02-15,CM-1193592,Consumer,R2348,P001082,1,20.00,0.00,2.00
30772,IN-2014-CM1193592-41685,2022-02-15,CM-1193592,Consumer,R2348,P006856,1,6.00,0.00,0.60
30773,IN-2014-EM1396092-41931,2022-10-19,EM-1396092,Consumer,R2356,P000818,4,72.00,0.00,36.00
30774,ID-2015-DW135857-42339,2023-12-01,DW-135857,Corporate,R0085,P000919,16,64.00,0.40,-19.20
30775,ID-2015-BE1145592-42038,2023-02-03,BE-1145592,Self-Employed,R2349,P003074,3,21.00,0.40,-5.25
30776,ID-2015-RF1984092-42354,2023-12-16,RF-1984092,Consumer,R2349,P001801,2,56.00,0.40,0.00
30777,ID-2015-DM130157-42364,2023-12-26,DM-130157,Consumer,R0083,P001758,14,658.00,0.40,0.00
30778,IN-2015-TS2150592-42152,2023-05-28,TS-2150592,Consumer,R2347,P003034,2,36.00,0.40,-9.00
30779,IN-2014-RD1966092-41689,2022-02-19,RD-1966092,Self-Employed,R2369,P000717,1,9.00,0.00,1.35
30780,IN-2014-RD1966092-41689,2022-02-19,RD-1966092,Self-Employed,R2369,P005725,2,22.00,0.00,2.20
30781,IN-2014-JE1616592-41725,2022-03-27,JE-1616592,Corporate,R2371,P000833,8,144.00,0.00,14.40
30782,IN-2013-TH211007-41453,2021-06-28,TH-211007,Consumer,R0086,P000799,2,16.00,0.40,1.60
30783,IN-2012-EM1420092-41038,2020-05-09,EM-1420092,Self-Employed,R2357,P006792,3,33.00,0.00,16.50
30784,ID-2013-TC2114592-41291,2021-01-17,TC-2114592,Corporate,R2349,P010299,18,234.00,0.40,-58.50
30785,ID-2013-TC2114592-41291,2021-01-17,TC-2114592,Corporate,R2349,P000095,4,60.00,0.40,6.00
30786,ID-2013-TC2114592-41291,2021-01-17,TC-2114592,Corporate,R2349,P002163,15,90.00,0.40,9.00
30787,IN-2014-BD1172592-41678,2022-02-08,BD-1172592,Consumer,R2357,P000784,2,10.00,0.00,5.00
30788,IN-2012-AA1037592-41188,2020-10-06,AA-1037592,Consumer,R2366,P001831,1,25.00,0.00,12.50
30789,IN-2012-AA1037592-41188,2020-10-06,AA-1037592,Consumer,R2366,P008749,6,60.00,0.00,30.00
30790,ID-2015-SW202457-42221,2023-08-05,SW-202457,Consumer,R0087,P001134,2,22.00,0.40,0.00
30791,ID-2015-SW202457-42221,2023-08-05,SW-202457,Consumer,R0087,P002466,4,44.00,0.40,-11.00
30792,ID-2012-NR185507-41066,2020-06-06,NR-185507,Consumer,R0113,P000365,2,16.00,0.40,-4.80
30793,ID-2012-NR185507-41066,2020-06-06,NR-185507,Consumer,R0113,P000126,2,10.00,0.40,-3.00
30794,ID-2012-NR185507-41066,2020-06-06,NR-185507,Consumer,R0113,P000276,6,108.00,0.40,10.80
30795,ID-2012-NR185507-41066,2020-06-06,NR-185507,Consumer,R0113,P001442,6,42.00,0.40,-10.50
30796,ID-2012-NR185507-41066,2020-06-06,NR-185507,Consumer,R0113,P001999,2,28.00,0.40,2.80
30797,ID-2015-MG1820592-42343,2023-12-05,MG-1820592,Corporate,R2350,P002753,9,54.00,0.40,-16.20
30798,ID-2015-MG1820592-42343,2023-12-05,MG-1820592,Corporate,R2350,P003651,2,16.00,0.40,-4.80
30799,ID-2015-MG1820592-42343,2023-12-05,MG-1820592,Corporate,R2350,P001207,20,100.00,0.40,0.00
30800,ID-2015-MG1820592-42343,2023-12-05,MG-1820592,Corporate,R2350,P010176,16,96.00,0.40,0.00
30801,IN-2013-MK1816092-41390,2021-04-26,MK-1816092,Consumer,R2370,P000061,2,36.00,0.00,18.00
30802,IN-2013-MK1816092-41390,2021-04-26,MK-1816092,Consumer,R2370,P003087,4,32.00,0.00,3.20
